S1,C'est,la,cantatrice,qu'une,souris,blanche,avait,effrayée,en,couinant.,,,,Le,voleur,que,son,complice,déloyal,a,abandonné,est,affaibli.,,,,Le,locataire,qui,joue,du,violon,irrite,le,concierge,mélomane.
S0,Les,filles,très,actives,s'amusent,pendant,que,les,garçons,dorment.,,,,Les,nappes,sales,s'entassent,pendant,que,les,draps,propres,sèchent.,,,,Des,vents,forts,soufflent,dès,que,la,saison,froide,arrive.
C0,Tfmpv,qk,hmbmwctflb,vtcpsc,stnrst,psxsrqs,f,nsfdntjd,mn,qtgbhsf.,,,,Sb,hrpqbb,qnf,dln,srncnmtg,bkgjrtrr,x,bdncqfzqb,bdp,wclft.,,,,Rx,drnjmpck,llt,rscl,nm,bgjlnm,gqmklb,ln,qnrstptnt,vdcvgrclt.
S1,Le,camion,très,pressé,qui,dépasse,la,voiture,accidentée,l'éclabousse.,,,,Au,musée,les,enfants,que,les,parents,grondent,sont,embarrassés,,,,C’est,ce,concert,que,la,chanteuse,rata,en,chantant,faux.
S0,La,photo,produit,un,effet,étrange,en,s’affichant,à,l'envers.,,,,Les,moustiques,résistent,aux,insecticides,et,les,maladies,se,développent.,,,,Le,sportif,russe,s'entraîne,assidûment,alors,que,son,adversaire,flâne.
C0,Rfq,dhdt,jtngc,jrrqmnp,rbckvdrst,zbvpsqm,mdj,dfp,bjcskpjb,ztrvtf.,,,,Fvb,sllgld,gdlls,qxgpdkmtd,clplxpl,wjj,bbh,sqgmn,vdwscmk,Bldprgms.,,,,Dnc,tpnhs,bpvkj,lvlsjvsrs,pzmg,kbj,cx,bqnkkm,jlvljc,vbhfdwft.
S1,C’est,Jean,que,Marie,a,informé,en,lui,disant,tout.,,,,Les,bars,branchés,qui,ont,remplacé,les,anciens,restaurants,prospèrent.,,,,Comme,prévu,le,boxeur,dont,l'adversaire,est,moins,fort,gagne.
S0,Le,comédien,était,excellent,et,le,public,l'a,applaudit,longuement.,,,,Elle,exige,d'éliminer,cette,solution,insensée,et,de,décider,seule.,,,,Les,dirigeants,dépriment,lorsque,les,ouvriers,les,plus,compétents,partent.
C0,Qs,hksncq,rmfzp,ptlpkrq,btx,nhndrgpg,gf,cnxxmcf,xxjpjlmljnr,flsxscpkvp.,,,,Sz,vdjbpj,tqq,grxtgfm,vkr,dcn,gjjjcnr,vjlrtrrs,jjxx,dqtgjjjkdsrd,,,,Xqnjg,xt,npqmrtr,rrl,js,sdbvzmcrj,dqvm,td,ntpltlnn,qtljgp.
S1,Ce,sont,les,marins,que,les,mouettes,agacent,en,criant.,,,,Le,film,conceptuel,que,ce,cinéaste,présente,au,festival,déroute.,,,,La,forêt,vierge,qui,couvre,les,régions,tropicales,brûle,souvent.
S0,Le,président,a,regretté,d'avoir,prononcé,des,phrases,très,agressives.,,,,Ce,cycliste,inconnu,est,arrivé,second,et,le,journaliste,s'interroge.,,,,Le,dessert,au,chocolat,arrive,pendant,que,le,café,refroidit.
C0,Tp,qtstc,mtk,r,whdwqrb,pz,lccnckjcp,vgfcnsrf,vc,txdlgpslfrpl.,,,,Bhc,dxktzchqlr,ststfnsnh,qcl,crlmsdxscs,dk,mqc,fljbfspl,lj,bmdtqnw.,,,,Fq,gqmbjcr,xgrjtcvhj,glbsrhzfx,psfbqdlfnvt,tjsbt,sss,qrs,cgrrjjvpmc,phbspgz.
S1,C'est,le,bateau,que,j'ai,affrété,pour,traverser,l'océan,Atlantique.,,,,Le,maçon,qu'un,stagiaire,assiste,finit,la,chambre,à,coucher.,,,,Les,soldats,que,les,officiers,critiquent,se,sont,battus,vaillament.
S0,La,mairie,a,fait,venir,en,renfort,des,employés,inoccupés.,,,,Le,voleur,blessé,est,affaibli,et,son,complice,s'est,enfui.,,,,Les,maisons,de,banlieue,sont,détruites,et,des,immeubles,apparaissent.
