S0,La,cantatrice,s'affole,en,découvrant,une,souris,dans,son,lit.,,,,Le,voleur,blessé,est,affaibli,et,son,complice,s'est,enfui.,,,,Le,concierge,se,fâche,quand,le,locataire,joue,du,violon.
S1,Des,garçons,qui,attirent,l'attention,des,filles,font,du,bruit.,,,,Les,draps,propres,qui,sèchent,au,soleil,seront,bientôt,retirés.,,,,Les,vents,très,forts,qui,annoncent,la,saison,froide,augmentent.
C0,Cm,gjwcpsbnt,ltn,nccmstxh,lt,tggjs,pbbtq,bcc,gbx,rmxtrtdb.,,,,sg,phqsmdzj,ppl,nt,hbbjlbdg,cnrnvt,hcqrkfbp,lcqtdcfmrvk,nc,kgvdfshhtl.,,,,ftksv,ts,svnbd,ngm,vr,nrvxvtc,l,lvlvkqt,tm,djrqqdnhdgsc.
S0,Un,camion,pressé,a,klaxonné,la,voiture,qui,avance,lentement.,,,,Au,musée,les,parents,râlent,car,leurs,enfants,fatigués,traînent.,,,,La,star,a,vraiment,raté,ce,concert,en,chantant,faux.
S1,C'est,l'idée,que,la,photo,lui,a,suggérée,en,s’affichant.,,,,Les,maladies,dangeureuses,que,les,moustiques,véhiculent,en,Afrique,diminuent.,,,,Le,coureur,courageux,qui,s'entraînait,assidûment,a,battu,son,adversaire.
C0,Vfd,ltdxtblj,qzr,gcnkjrns,nmvdsngsh,rdk,bfpnps,sdrp,cs,sdcjlt.,,,,bss,vltqr,tgwvsb,tps,ztkwvgvs,mx,kslsms,nbdhpk,xcmnfpjp,pcpmljsnp.,,,,kfq,gmmkr,lsjns,bthgj,jsh,kkjnmdwcv,fq,stgvtq,rkbnrb,lglmhkgkkcnc.
S0,Marie,a,informé,Jean,en,lui,disant,toute,la,vérité.,,,,Les,bars,branchés,prospèrent,depuis,que,les,restaurants,ferment,tôt.,,,,Le,joueur,adverse,est,mauvais,et,le,boxeur,gagne,facilement.
S1,Le,comédien,que,le,public,ému,a,applaudit,était,splendide.,,,,C'est,cette,solution,insensée,qu’elle,exige,d'éliminer,en,décidant,seule.,,,,Les,patrons,qui,perdent,les,ouvriers,les,plus,compétents,dépriment.
C0,Sl,vwfj,tlq,ksnnsbmbj,nvf,qv,cvlmsp,q,qlqx,njdsrl.,,,,qs,bkzgmj,dfc,cjg,fldtbffq,gqxkktct,s,rxtsgcbnkb,flq,cfpnvvpqm.,,,,gf,fcddlftp,mrn,dgggslt,pmt,vtr,nfhrqkjbq,bsxxxrfp,qsnnpcbfst,tzzsznmnvbjvssh.
S0,Ce,soir,les,marins,s'agacent,en,entendant,les,mouettes,rieuses.,,,,Ce,cinéaste,a,présenté,un,film,et,l'audience,était,déroutée.,,,,La,forêt,brûle,souvent,là,où,la,terre,aride,meurt.
S1,Ces,sont,les,phrases,que,le,président,regrette,d'avoir,prononcées.,,,,Le,cycliste,que,le,célèbre,rédacteur,interroge,est,arrivé,second.,,,,Le,café,qui,accompagne,le,dessert,au,chocolat,a,refroidi.
